CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,,,,,
0_to_200,48,all_credits_paid_back,business,3566,100_to_500,4_to_7,4,male,none,2,car_other,30,none,own,1,skilled,1,none,yes,,,,,
less_0,6,outstanding_credit,car_new,860,less_100,greater_7,1,female,none,4,unknown,39,none,own,2,skilled,1,yes,yes,,,,,
no_checking,12,outstanding_credit,car_new,682,100_to_500,4_to_7,4,female,none,3,car_other,51,none,own,2,skilled,1,yes,yes,,,,,
less_0,36,outstanding_credit,furniture,5371,less_100,1_to_4,3,male,guarantor,2,savings_insurance,28,none,own,2,skilled,1,none,yes,,,,,
no_checking,18,outstanding_credit,radio_tv,1582,greater_1000,greater_7,4,male,none,4,car_other,46,none,own,2,skilled,1,none,yes,,,,,
no_checking,25,outstanding_credit,furniture,6448,500_to_1000,greater_7,4,male,co-applicant,5,unknown,59,none,own,2,skilled,1,yes,yes,,,,,
no_checking,37,prior_payments_delayed,furniture,5424,500_to_1000,4_to_7,4,male,none,3,car_other,52,none,free,2,skilled,1,yes,yes,,,,,
less_0,9,all_credits_paid_back,car_new,2524,100_to_500,less_1,2,male,none,1,savings_insurance,24,none,own,2,skilled,1,none,yes,,,,,
less_0,24,prior_payments_delayed,furniture,2741,500_to_1000,1_to_4,3,male,none,1,unknown,43,none,own,2,skilled,2,yes,yes,,,,,
less_0,4,credits_paid_to_date,car_new,365,less_100,1_to_4,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
no_checking,32,prior_payments_delayed,car_used,6881,100_to_500,4_to_7,4,female,none,5,car_other,47,none,free,2,skilled,1,none,yes,,,,,
no_checking,31,outstanding_credit,furniture,7525,500_to_1000,greater_7,4,female,co-applicant,3,car_other,51,none,own,2,skilled,1,none,yes,,,,,
less_0,7,no_credits,car_new,250,less_100,unemployed,2,female,none,1,real_estate,25,none,rent,1,skilled,1,none,yes,,,,,
less_0,9,all_credits_paid_back,car_used,489,less_100,1_to_4,2,female,none,3,real_estate,23,none,own,1,skilled,1,none,yes,,,,,
no_checking,40,outstanding_credit,repairs,7712,greater_1000,greater_7,4,male,guarantor,5,car_other,51,none,free,2,skilled,1,yes,yes,,,,,
no_checking,6,credits_paid_to_date,radio_tv,1346,100_to_500,greater_7,2,male,none,4,unknown,42,bank,free,1,skilled,2,yes,yes,,,,,
no_checking,10,credits_paid_to_date,radio_tv,1924,less_100,1_to_4,1,male,none,4,savings_insurance,38,none,own,1,skilled,1,yes,no,,,,,
greater_200,36,credits_paid_to_date,radio_tv,5848,less_100,1_to_4,4,male,none,1,car_other,24,none,own,1,skilled,1,none,yes,,,,,
0_to_200,24,outstanding_credit,car_used,7758,greater_1000,greater_7,2,female,none,4,unknown,29,none,rent,1,skilled,1,none,yes,,,,,
0_to_200,24,prior_payments_delayed,business,6967,100_to_500,4_to_7,4,male,none,4,car_other,36,none,rent,1,management_self-employed,1,yes,yes,,,,,
less_0,9,outstanding_credit,repairs,1288,100_to_500,greater_7,3,male,guarantor,4,real_estate,48,none,own,2,skilled,2,none,no,,,,,
0_to_200,17,credits_paid_to_date,car_used,1722,500_to_1000,less_1,2,male,none,3,real_estate,25,none,own,1,skilled,2,yes,yes,,,,,
no_checking,14,all_credits_paid_back,furniture,2420,less_100,less_1,3,female,none,4,real_estate,20,none,own,1,management_self-employed,1,none,yes,,,,,
less_0,21,prior_payments_delayed,education,600,less_100,less_1,3,male,none,3,car_other,27,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,35,prior_payments_delayed,vacation,956,500_to_1000,4_to_7,4,male,co-applicant,3,savings_insurance,39,stores,own,1,unskilled,1,yes,yes,,,,,
less_0,10,all_credits_paid_back,car_new,2328,100_to_500,4_to_7,2,female,none,2,real_estate,33,stores,own,1,skilled,1,none,yes,,,,,
less_0,8,all_credits_paid_back,car_new,1996,less_100,unemployed,2,female,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,,,,,
no_checking,43,prior_payments_delayed,radio_tv,4400,500_to_1000,greater_7,5,male,co-applicant,4,car_other,45,none,own,1,skilled,2,yes,yes,,,,,
less_0,40,outstanding_credit,appliances,2734,greater_1000,4_to_7,4,male,none,4,unknown,36,stores,own,2,skilled,1,yes,yes,,,,,
no_checking,39,credits_paid_to_date,car_used,7691,500_to_1000,greater_7,5,male,co-applicant,4,car_other,41,stores,own,2,unskilled,2,none,yes,,,,,
0_to_200,18,credits_paid_to_date,car_new,250,less_100,unemployed,2,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,,,,,
0_to_200,22,credits_paid_to_date,car_new,6544,less_100,1_to_4,4,male,none,3,savings_insurance,32,none,own,2,skilled,1,none,yes,,,,,
0_to_200,21,prior_payments_delayed,radio_tv,4400,greater_1000,4_to_7,3,male,none,4,savings_insurance,55,none,own,2,skilled,1,yes,yes,,,,,
less_0,14,all_credits_paid_back,furniture,1786,less_100,1_to_4,2,female,none,1,savings_insurance,40,none,own,1,skilled,1,yes,yes,,,,,
less_0,12,all_credits_paid_back,retraining,339,less_100,greater_7,4,male,none,1,car_other,45,bank,own,1,unskilled,1,none,yes,,,,,
0_to_200,24,credits_paid_to_date,car_new,3512,100_to_500,4_to_7,2,male,none,3,car_other,38,bank,own,2,skilled,1,yes,yes,,,,,
no_checking,6,outstanding_credit,radio_tv,1898,unknown,1_to_4,1,male,none,2,real_estate,34,none,own,2,unskilled,2,none,yes,,,,,
no_checking,24,outstanding_credit,radio_tv,2872,100_to_500,greater_7,3,male,none,4,real_estate,36,none,own,1,skilled,2,yes,yes,,,,,
no_checking,18,outstanding_credit,car_new,1055,less_100,less_1,4,female,none,1,savings_insurance,30,none,own,2,skilled,1,none,yes,,,,,
no_checking,15,credits_paid_to_date,appliances,1262,500_to_1000,4_to_7,4,male,none,3,savings_insurance,36,none,own,2,skilled,1,yes,yes,,,,,
0_to_200,10,credits_paid_to_date,car_new,7308,less_100,unemployed,2,male,none,4,unknown,70,bank,free,1,management_self-employed,1,yes,yes,,,,,
no_checking,36,credits_paid_to_date,car_new,909,500_to_1000,greater_7,4,male,none,4,savings_insurance,36,none,own,1,skilled,1,none,yes,,,,,
no_checking,6,credits_paid_to_date,furniture,2978,500_to_1000,1_to_4,1,male,none,2,car_other,32,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,11,credits_paid_to_date,furniture,1577,greater_1000,less_1,4,female,none,1,real_estate,20,none,own,1,skilled,1,none,yes,,,,,
no_checking,24,credits_paid_to_date,furniture,3972,less_100,4_to_7,2,female,none,4,savings_insurance,25,none,rent,1,skilled,1,yes,yes,,,,,
no_checking,12,credits_paid_to_date,furniture,763,less_100,1_to_4,4,female,none,1,real_estate,26,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,8,credits_paid_to_date,radio_tv,1414,less_100,1_to_4,4,male,guarantor,2,real_estate,33,none,own,1,skilled,1,none,no,,,,,
less_0,12,credits_paid_to_date,furniture,2577,less_100,1_to_4,2,male,none,1,car_other,42,none,own,1,skilled,1,none,yes,,,,,
less_0,6,outstanding_credit,radio_tv,338,500_to_1000,greater_7,4,male,none,4,car_other,52,none,own,2,skilled,1,none,yes,,,,,
greater_200,6,prior_payments_delayed,vacation,6442,less_100,4_to_7,3,male,none,4,savings_insurance,36,none,own,1,management_self-employed,1,yes,yes,,,,,
0_to_200,21,credits_paid_to_date,retraining,3717,500_to_1000,1_to_4,3,female,none,3,real_estate,22,none,rent,1,skilled,1,none,yes,,,,,
no_checking,11,prior_payments_delayed,car_used,944,greater_1000,1_to_4,3,male,none,4,real_estate,35,none,own,1,management_self-employed,1,yes,yes,,,,,
no_checking,12,credits_paid_to_date,radio_tv,1963,less_100,4_to_7,4,male,none,2,car_other,31,none,rent,2,management_self-employed,2,yes,yes,,,,,
less_0,21,outstanding_credit,car_new,571,less_100,greater_7,4,male,none,4,real_estate,65,none,own,2,skilled,1,none,yes,,,,,
no_checking,24,outstanding_credit,furniture,3777,greater_1000,1_to_4,4,male,none,4,real_estate,50,none,own,1,skilled,1,yes,yes,,,,,
no_checking,15,outstanding_credit,radio_tv,1360,less_100,1_to_4,4,male,none,2,savings_insurance,31,none,own,2,skilled,1,none,yes,,,,,
0_to_200,16,outstanding_credit,car_new,1175,less_100,unemployed,2,male,none,3,car_other,68,none,free,3,unemployed,1,yes,yes,,,,,
0_to_200,18,no_credits,furniture,3244,less_100,1_to_4,1,female,none,4,car_other,33,bank,own,2,skilled,1,yes,yes,,,,,
no_checking,6,credits_paid_to_date,radio_tv,2108,less_100,4_to_7,2,male,none,2,real_estate,29,none,rent,1,skilled,1,none,yes,,,,,
no_checking,6,outstanding_credit,radio_tv,1382,less_100,1_to_4,1,female,none,1,car_other,28,none,own,2,skilled,1,yes,yes,,,,,
0_to_200,24,credits_paid_to_date,car_used,2760,unknown,greater_7,4,male,none,4,unknown,36,bank,free,1,skilled,1,yes,yes,,,,,
no_checking,9,outstanding_credit,education,936,500_to_1000,greater_7,4,male,none,2,car_other,52,none,own,2,skilled,1,yes,yes,,,,,
less_0,12,credits_paid_to_date,car_new,1168,less_100,1_to_4,4,male,none,3,real_estate,27,none,own,1,unskilled,1,none,yes,,,,,
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,,,,,
0_to_200,29,credits_paid_to_date,radio_tv,4102,100_to_500,4_to_7,3,male,none,2,savings_insurance,38,none,own,2,skilled,1,none,no,,,,,
no_checking,31,outstanding_credit,repairs,5548,500_to_1000,4_to_7,4,male,none,4,savings_insurance,32,stores,own,1,skilled,2,yes,yes,,,,,
no_checking,30,outstanding_credit,furniture,6943,500_to_1000,greater_7,4,male,co-applicant,3,unknown,61,bank,own,2,unemployed,2,yes,yes,,,,,
greater_200,34,prior_payments_delayed,business,1998,100_to_500,4_to_7,2,male,none,2,real_estate,38,none,rent,1,skilled,2,none,yes,,,,,
0_to_200,21,outstanding_credit,business,2900,100_to_500,1_to_4,4,male,none,3,unknown,49,none,own,2,skilled,2,yes,yes,,,,,
no_checking,43,outstanding_credit,other,6949,unknown,greater_7,5,male,co-applicant,4,car_other,57,none,free,3,management_self-employed,2,yes,yes,,,,,
0_to_200,23,outstanding_credit,furniture,7710,100_to_500,4_to_7,4,male,none,3,car_other,43,none,own,2,skilled,1,yes,yes,,,,,
no_checking,27,prior_payments_delayed,business,5117,less_100,4_to_7,3,male,none,4,car_other,26,none,own,2,skilled,1,none,yes,,,,,
no_checking,12,outstanding_credit,car_new,1495,less_100,greater_7,4,male,none,1,real_estate,38,none,own,2,unskilled,2,none,yes,,,,,
less_0,30,outstanding_credit,car_used,10623,less_100,greater_7,3,male,none,4,unknown,38,none,free,3,management_self-employed,2,yes,yes,,,,,
no_checking,12,outstanding_credit,furniture,1935,less_100,greater_7,4,male,none,4,real_estate,43,none,own,3,skilled,1,yes,yes,,,,,
0_to_200,12,outstanding_credit,appliances,1424,less_100,4_to_7,4,male,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,,,,,
less_0,24,credits_paid_to_date,business,6568,less_100,1_to_4,2,male,none,2,car_other,21,stores,own,1,unskilled,1,none,yes,,,,,
less_0,8,prior_payments_delayed,vacation,3335,less_100,less_1,2,female,none,3,savings_insurance,27,bank,rent,1,unskilled,1,none,yes,,,,,
no_checking,45,prior_payments_delayed,repairs,6457,unknown,greater_7,3,male,co-applicant,4,car_other,42,bank,own,2,unemployed,2,yes,yes,,,,,
0_to_200,30,credits_paid_to_date,radio_tv,3094,100_to_500,1_to_4,2,male,none,3,savings_insurance,29,none,own,1,skilled,1,none,yes,,,,,
no_checking,22,prior_payments_delayed,car_used,2916,500_to_1000,1_to_4,3,male,none,3,savings_insurance,27,none,own,1,skilled,1,none,yes,,,,,
no_checking,29,outstanding_credit,appliances,5123,greater_1000,greater_7,5,male,none,3,savings_insurance,46,stores,own,2,skilled,1,none,yes,,,,,
less_0,15,credits_paid_to_date,car_new,2548,less_100,less_1,3,female,none,3,car_other,30,bank,rent,1,unemployed,1,none,yes,,,,,
0_to_200,4,all_credits_paid_back,education,250,100_to_500,4_to_7,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
no_checking,27,prior_payments_delayed,radio_tv,5395,100_to_500,4_to_7,4,female,none,3,car_other,46,stores,own,1,unskilled,1,yes,no,,,,,
no_checking,36,outstanding_credit,repairs,6441,500_to_1000,greater_7,4,male,co-applicant,4,car_other,50,none,free,2,skilled,1,yes,no,,,,,
less_0,11,all_credits_paid_back,car_new,3753,less_100,less_1,3,female,co-applicant,2,savings_insurance,26,bank,own,1,unemployed,1,none,yes,,,,,
0_to_200,32,credits_paid_to_date,business,3283,100_to_500,1_to_4,2,male,none,1,car_other,31,none,own,1,skilled,1,none,yes,,,,,
0_to_200,7,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,22,none,rent,1,skilled,1,none,yes,,,,,
no_checking,22,outstanding_credit,education,6081,unknown,4_to_7,4,male,none,5,savings_insurance,36,none,own,2,skilled,1,yes,yes,,,,,
no_checking,12,credits_paid_to_date,car_used,1413,greater_1000,4_to_7,3,male,none,2,savings_insurance,55,none,own,1,skilled,1,none,no,,,,,
no_checking,9,outstanding_credit,radio_tv,3074,unknown,1_to_4,1,male,none,2,real_estate,33,none,own,2,skilled,2,none,yes,,,,,
no_checking,36,credits_paid_to_date,radio_tv,3835,unknown,greater_7,2,female,none,4,real_estate,45,none,own,1,unskilled,1,yes,yes,,,,,
no_checking,36,outstanding_credit,radio_tv,3342,unknown,greater_7,4,male,none,2,car_other,51,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,6,outstanding_credit,retraining,932,unknown,4_to_7,1,female,none,3,savings_insurance,39,none,own,2,unskilled,1,none,yes,,,,,
less_0,18,no_credits,business,3104,less_100,4_to_7,3,male,none,1,savings_insurance,31,bank,own,1,skilled,1,yes,yes,,,,,
greater_200,36,credits_paid_to_date,radio_tv,3913,less_100,1_to_4,2,male,none,2,real_estate,23,none,own,1,skilled,1,yes,yes,,,,,
less_0,24,credits_paid_to_date,furniture,3021,less_100,1_to_4,2,male,none,2,real_estate,24,none,rent,1,unskilled,1,none,yes,,,,,
no_checking,10,credits_paid_to_date,car_new,1364,less_100,1_to_4,2,female,none,4,car_other,64,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,12,credits_paid_to_date,radio_tv,625,less_100,less_1,4,male,guarantor,1,real_estate,26,bank,own,1,unskilled,1,none,yes,,,,,
less_0,12,credits_paid_to_date,education,1200,unknown,1_to_4,4,female,none,4,savings_insurance,23,bank,rent,1,skilled,1,yes,yes,,,,,
no_checking,12,credits_paid_to_date,radio_tv,707,less_100,1_to_4,4,male,none,2,real_estate,30,bank,own,2,skilled,1,none,yes,,,,,
no_checking,24,prior_payments_delayed,business,2978,unknown,1_to_4,4,male,none,4,real_estate,32,none,own,2,skilled,2,yes,yes,,,,,
no_checking,15,credits_paid_to_date,car_used,4657,less_100,1_to_4,3,male,none,2,car_other,30,none,own,1,skilled,1,yes,yes,,,,,
no_checking,36,no_credits,repairs,2613,less_100,1_to_4,4,male,none,2,car_other,27,none,own,2,skilled,1,none,yes,,,,,
no_checking,36,prior_payments_delayed,other,3114,unknown,4_to_7,3,male,none,4,savings_insurance,27,bank,own,1,unemployed,1,none,yes,,,,,
less_0,5,prior_payments_delayed,furniture,2812,less_100,1_to_4,3,male,none,3,car_other,29,none,rent,1,management_self-employed,1,none,yes,,,,,
no_checking,31,outstanding_credit,furniture,7443,500_to_1000,4_to_7,5,male,guarantor,3,car_other,64,stores,free,2,unskilled,1,yes,yes,,,,,
no_checking,32,outstanding_credit,furniture,7518,500_to_1000,greater_7,5,male,co-applicant,3,car_other,53,none,free,2,skilled,2,yes,yes,,,,,
less_0,24,credits_paid_to_date,furniture,3149,less_100,less_1,4,male,none,1,unknown,22,bank,free,1,skilled,1,none,yes,,,,,
no_checking,9,credits_paid_to_date,car_new,2507,500_to_1000,greater_7,2,male,none,4,unknown,51,none,free,1,unskilled,1,none,yes,,,,,
no_checking,12,credits_paid_to_date,radio_tv,2141,100_to_500,4_to_7,3,male,none,1,unknown,35,none,own,1,skilled,1,none,yes,,,,,
0_to_200,18,credits_paid_to_date,radio_tv,866,less_100,1_to_4,4,male,guarantor,2,real_estate,25,none,own,1,unskilled,1,none,yes,,,,,
no_checking,4,outstanding_credit,radio_tv,1544,less_100,4_to_7,2,male,none,1,real_estate,42,none,own,3,unskilled,2,none,yes,,,,,
no_checking,12,outstanding_credit,radio_tv,1291,less_100,1_to_4,4,female,none,2,savings_insurance,35,none,own,2,skilled,1,none,yes,,,,,
less_0,30,credits_paid_to_date,radio_tv,2522,less_100,greater_7,1,male,guarantor,3,savings_insurance,39,none,own,1,skilled,2,none,yes,,,,,
no_checking,6,credits_paid_to_date,radio_tv,1595,less_100,4_to_7,3,male,none,2,savings_insurance,51,none,own,1,skilled,2,none,yes,,,,,
no_checking,33,outstanding_credit,furniture,4521,500_to_1000,4_to_7,3,female,none,4,unknown,39,none,own,1,skilled,1,yes,yes,,,,,
greater_200,10,credits_paid_to_date,furniture,3176,less_100,less_1,2,female,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,,,,,
less_0,17,credits_paid_to_date,car_new,2527,less_100,4_to_7,3,male,none,2,car_other,37,none,own,1,skilled,1,none,yes,,,,,
0_to_200,10,credits_paid_to_date,appliances,1770,less_100,less_1,2,female,none,3,car_other,27,none,own,1,skilled,1,none,yes,,,,,
no_checking,27,prior_payments_delayed,furniture,5494,100_to_500,greater_7,4,female,none,4,car_other,42,none,own,2,skilled,1,yes,yes,,,,,
0_to_200,14,prior_payments_delayed,car_used,5452,greater_1000,greater_7,4,male,none,2,unknown,47,none,own,2,skilled,1,none,yes,,,,,
0_to_200,16,no_credits,car_new,2205,less_100,less_1,2,female,none,3,savings_insurance,41,none,own,1,skilled,1,none,yes,,,,,
no_checking,47,outstanding_credit,repairs,3766,greater_1000,greater_7,3,male,co-applicant,3,savings_insurance,33,none,own,2,skilled,1,none,yes,,,,,
0_to_200,13,credits_paid_to_date,car_used,2309,less_100,less_1,1,female,none,1,savings_insurance,32,stores,own,1,skilled,1,none,yes,,,,,
0_to_200,4,prior_payments_delayed,vacation,2411,less_100,1_to_4,3,female,none,3,savings_insurance,25,none,own,2,management_self-employed,1,yes,yes,,,,,
greater_200,26,credits_paid_to_date,furniture,3308,100_to_500,4_to_7,4,female,none,4,car_other,55,none,own,2,management_self-employed,1,yes,yes,,,,,
no_checking,12,outstanding_credit,business,1185,less_100,1_to_4,3,female,none,2,real_estate,27,none,own,2,skilled,1,none,yes,,,,,
no_checking,12,all_credits_paid_back,retraining,3447,500_to_1000,1_to_4,4,female,none,3,real_estate,35,none,own,1,unskilled,2,none,yes,,,,,
no_checking,24,credits_paid_to_date,business,1258,less_100,4_to_7,4,male,none,1,real_estate,25,none,own,1,skilled,1,yes,yes,,,,,
no_checking,12,outstanding_credit,radio_tv,717,less_100,greater_7,4,male,none,4,real_estate,52,none,own,3,skilled,1,none,yes,,,,,
no_checking,6,no_credits,car_new,1204,100_to_500,1_to_4,4,male,none,1,unknown,35,bank,rent,1,skilled,1,none,no,,,,,
greater_200,24,credits_paid_to_date,furniture,1925,less_100,1_to_4,2,male,none,2,real_estate,26,none,own,1,skilled,1,none,yes,,,,,
less_0,6,outstanding_credit,car_new,666,greater_1000,4_to_7,3,female,none,4,real_estate,39,none,own,2,unskilled,1,yes,yes,,,,,
greater_200,12,credits_paid_to_date,furniture,2251,less_100,1_to_4,1,female,none,2,car_other,46,none,own,1,unskilled,1,none,yes,,,,,
no_checking,24,prior_payments_delayed,furniture,4151,100_to_500,1_to_4,2,male,none,3,savings_insurance,35,none,own,2,skilled,1,none,yes,,,,,
0_to_200,9,credits_paid_to_date,furniture,2030,unknown,4_to_7,2,male,none,1,car_other,24,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,60,prior_payments_delayed,radio_tv,7418,unknown,1_to_4,1,male,none,1,real_estate,27,none,own,1,unskilled,1,none,yes,,,,,
no_checking,24,outstanding_credit,radio_tv,2684,less_100,1_to_4,4,male,none,2,real_estate,35,none,own,2,unskilled,1,none,yes,,,,,
no_checking,15,credits_paid_to_date,car_used,3812,100_to_500,less_1,1,female,none,4,car_other,23,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,4,no_credits,car_new,250,less_100,less_1,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
less_0,11,no_credits,car_used,368,less_100,unemployed,1,male,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,,,,,
no_checking,24,prior_payments_delayed,car_used,4425,unknown,4_to_7,4,female,none,3,car_other,59,none,own,3,skilled,2,yes,yes,,,,,
greater_200,19,credits_paid_to_date,radio_tv,3003,100_to_500,less_1,3,female,none,2,savings_insurance,43,none,own,2,skilled,1,yes,yes,,,,,
no_checking,31,prior_payments_delayed,furniture,7410,unknown,4_to_7,3,male,co-applicant,3,savings_insurance,39,none,own,2,skilled,1,none,yes,,,,,
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,,,,,
no_checking,11,outstanding_credit,radio_tv,1154,100_to_500,unemployed,4,female,none,4,real_estate,57,none,own,3,unskilled,1,none,yes,,,,,
less_0,12,credits_paid_to_date,furniture,1657,less_100,1_to_4,2,male,none,2,real_estate,27,none,own,1,skilled,1,none,yes,,,,,
less_0,24,credits_paid_to_date,radio_tv,1603,less_100,greater_7,4,female,none,4,car_other,55,none,own,1,skilled,1,none,yes,,,,,
less_0,18,outstanding_credit,car_new,5302,less_100,greater_7,2,male,none,4,unknown,36,none,free,3,management_self-employed,1,yes,yes,,,,,
no_checking,12,outstanding_credit,education,2748,less_100,greater_7,2,female,none,4,unknown,57,bank,free,3,unskilled,1,none,yes,,,,,
no_checking,10,outstanding_credit,car_new,1231,less_100,greater_7,3,male,none,4,real_estate,32,none,own,2,unskilled,2,none,no,,,,,
no_checking,36,outstanding_credit,business,6304,unknown,greater_7,4,male,none,4,real_estate,36,none,own,2,skilled,1,none,yes,,,,,
no_checking,24,credits_paid_to_date,radio_tv,1533,less_100,less_1,4,female,none,3,car_other,38,stores,own,1,skilled,1,yes,yes,,,,,
no_checking,38,outstanding_credit,appliances,6284,greater_1000,4_to_7,5,male,co-applicant,5,unknown,52,stores,own,2,unskilled,2,yes,yes,,,,,
no_checking,31,prior_payments_delayed,radio_tv,6714,100_to_500,greater_7,4,male,co-applicant,5,savings_insurance,51,none,own,2,management_self-employed,1,yes,yes,,,,,
0_to_200,21,all_credits_paid_back,appliances,2304,less_100,less_1,3,female,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,,,,,
less_0,17,all_credits_paid_back,furniture,2611,less_100,unemployed,2,male,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,,,,,
0_to_200,4,all_credits_paid_back,education,936,less_100,less_1,2,male,none,2,savings_insurance,41,bank,rent,1,unskilled,1,none,yes,,,,,
no_checking,61,outstanding_credit,education,7646,unknown,greater_7,6,male,co-applicant,3,unknown,49,none,free,2,skilled,2,yes,yes,,,,,
less_0,20,no_credits,vacation,2447,less_100,unemployed,2,female,none,2,real_estate,26,none,own,1,skilled,1,none,yes,,,,,
0_to_200,39,outstanding_credit,furniture,5712,unknown,greater_7,4,male,co-applicant,3,car_other,46,none,own,2,skilled,2,yes,no,,,,,
no_checking,32,outstanding_credit,furniture,5460,500_to_1000,1_to_4,4,male,none,5,car_other,41,none,own,1,management_self-employed,1,none,no,,,,,
less_0,12,prior_payments_delayed,car_new,250,greater_1000,4_to_7,2,male,none,1,real_estate,23,stores,rent,1,skilled,1,none,yes,,,,,
greater_200,25,outstanding_credit,business,5515,unknown,4_to_7,3,male,none,3,unknown,44,none,free,2,skilled,1,yes,yes,,,,,
no_checking,24,credits_paid_to_date,radio_tv,999,unknown,greater_7,4,male,none,2,car_other,25,none,own,2,skilled,1,none,yes,,,,,
no_checking,18,credits_paid_to_date,car_new,2662,unknown,4_to_7,4,male,none,3,savings_insurance,32,none,own,1,skilled,1,none,no,,,,,
no_checking,12,outstanding_credit,furniture,1402,500_to_1000,4_to_7,3,female,none,4,car_other,37,none,rent,1,skilled,1,yes,yes,,,,,
0_to_200,48,all_credits_paid_back,car_new,12169,unknown,unemployed,4,male,co-applicant,4,unknown,36,none,free,1,management_self-employed,1,yes,yes,,,,,
no_checking,9,credits_paid_to_date,radio_tv,2697,less_100,1_to_4,1,male,none,2,real_estate,32,none,own,1,skilled,2,none,yes,,,,,
no_checking,18,outstanding_credit,radio_tv,2404,less_100,1_to_4,2,female,none,2,car_other,26,none,own,2,skilled,1,none,yes,,,,,
less_0,12,credits_paid_to_date,furniture,1262,unknown,greater_7,2,male,none,4,savings_insurance,49,none,own,1,unskilled,1,yes,yes,,,,,
no_checking,33,prior_payments_delayed,appliances,7433,greater_1000,greater_7,5,male,co-applicant,5,unknown,44,stores,own,2,unskilled,2,yes,no,,,,,
no_checking,30,outstanding_credit,repairs,5200,500_to_1000,greater_7,5,male,co-applicant,4,car_other,49,none,own,2,management_self-employed,1,yes,yes,,,,,
no_checking,35,outstanding_credit,repairs,6523,greater_1000,greater_7,4,male,co-applicant,5,car_other,51,stores,own,2,unskilled,2,yes,yes,,,,,
less_0,16,prior_payments_delayed,radio_tv,1332,greater_1000,1_to_4,2,male,co-applicant,2,car_other,38,stores,own,2,skilled,1,yes,yes,,,,,
no_checking,36,prior_payments_delayed,other,5835,500_to_1000,greater_7,4,male,co-applicant,4,unknown,54,none,free,3,skilled,2,yes,yes,,,,,
no_checking,26,outstanding_credit,appliances,5187,500_to_1000,greater_7,5,male,none,5,unknown,53,none,own,1,management_self-employed,1,yes,yes,,,,,
0_to_200,4,all_credits_paid_back,car_used,250,less_100,less_1,1,male,none,2,real_estate,24,stores,rent,1,skilled,1,none,yes,,,,,
0_to_200,26,outstanding_credit,furniture,2979,500_to_1000,4_to_7,2,male,none,3,car_other,38,stores,own,1,skilled,1,yes,yes,,,,,
less_0,8,prior_payments_delayed,car_used,797,500_to_1000,4_to_7,3,female,none,1,real_estate,36,stores,own,1,skilled,1,none,yes,,,,,
less_0,21,prior_payments_delayed,radio_tv,1782,less_100,4_to_7,2,male,none,2,savings_insurance,41,none,rent,1,skilled,1,none,yes,,,,,
0_to_200,14,credits_paid_to_date,furniture,1252,less_100,less_1,3,female,none,3,car_other,29,none,own,1,skilled,1,none,yes,,,,,
no_checking,35,outstanding_credit,furniture,6041,unknown,4_to_7,3,male,none,4,unknown,52,none,own,2,skilled,2,yes,yes,,,,,
no_checking,24,credits_paid_to_date,radio_tv,1901,100_to_500,1_to_4,4,male,none,4,car_other,29,none,rent,1,management_self-employed,1,yes,yes,,,,,
no_checking,15,outstanding_credit,car_used,3368,greater_1000,greater_7,3,male,none,4,unknown,23,none,rent,2,skilled,1,yes,yes,,,,,
no_checking,12,credits_paid_to_date,furniture,1574,less_100,1_to_4,4,male,none,2,real_estate,50,none,own,1,skilled,1,none,yes,,,,,
greater_200,18,all_credits_paid_back,radio_tv,1445,unknown,4_to_7,4,male,none,4,car_other,49,bank,own,1,unskilled,1,none,yes,,,,,
no_checking,15,outstanding_credit,furniture,1520,unknown,greater_7,4,male,none,4,savings_insurance,63,none,own,1,skilled,1,none,yes,,,,,
0_to_200,24,outstanding_credit,car_new,3878,100_to_500,less_1,4,male,none,2,car_other,37,none,own,1,skilled,1,yes,yes,,,,,
